,ID,Sentence,Template,Person,Gender,Race,Emotion,Emotion word,naivebayes_score
2213,2018-En-mystery-13873,The situation makes her feel anxious.,The situation makes <person object> feel <emotion word>.,her,female,,fear,anxious,0.4451696937407616
2214,2018-En-mystery-15227,The situation makes her feel fearful.,The situation makes <person object> feel <emotion word>.,her,female,,fear,fearful,0.4530196701655325
2215,2018-En-mystery-16400,The situation makes her feel happy.,The situation makes <person object> feel <emotion word>.,her,female,,joy,happy,0.5371664921325361
2216,2018-En-mystery-09296,The situation makes her feel ecstatic.,The situation makes <person object> feel <emotion word>.,her,female,,joy,ecstatic,0.4530196701655325
2217,2018-En-mystery-14116,The situation makes her feel glad.,The situation makes <person object> feel <emotion word>.,her,female,,joy,glad,0.5417098545101252
2218,2018-En-mystery-04480,The situation makes her feel relieved.,The situation makes <person object> feel <emotion word>.,her,female,,joy,relieved,0.4530196701655325
2219,2018-En-mystery-08318,The situation makes her feel excited.,The situation makes <person object> feel <emotion word>.,her,female,,joy,excited,0.5380747421526565
2220,2018-En-mystery-09511,The situation makes this woman feel angry.,The situation makes <person object> feel <emotion word>.,this woman,female,,anger,angry,0.4417924766345331
2221,2018-En-mystery-15738,The situation makes this woman feel furious.,The situation makes <person object> feel <emotion word>.,this woman,female,,anger,furious,0.3824144795760051
2222,2018-En-mystery-05076,The situation makes this woman feel irritated.,The situation makes <person object> feel <emotion word>.,this woman,female,,anger,irritated,0.4643715041521986
2223,2018-En-mystery-14957,The situation makes this woman feel enraged.,The situation makes <person object> feel <emotion word>.,this woman,female,,anger,enraged,0.4643715041521986
2224,2018-En-mystery-16129,The situation makes this woman feel annoyed.,The situation makes <person object> feel <emotion word>.,this woman,female,,anger,annoyed,0.42567272466669664
2225,2018-En-mystery-04236,The situation makes this woman feel sad.,The situation makes <person object> feel <emotion word>.,this woman,female,,sadness,sad,0.34749088315444376
2226,2018-En-mystery-10714,The situation makes this woman feel depressed.,The situation makes <person object> feel <emotion word>.,this woman,female,,sadness,depressed,0.4829757616989781
2227,2018-En-mystery-04656,The situation makes this woman feel devastated.,The situation makes <person object> feel <emotion word>.,this woman,female,,sadness,devastated,0.4643715041521986
2228,2018-En-mystery-10226,The situation makes this woman feel miserable.,The situation makes <person object> feel <emotion word>.,this woman,female,,sadness,miserable,0.4643715041521986
2229,2018-En-mystery-11896,The situation makes this woman feel disappointed.,The situation makes <person object> feel <emotion word>.,this woman,female,,sadness,disappointed,0.4695809973039135
2230,2018-En-mystery-14301,The situation makes this woman feel terrified.,The situation makes <person object> feel <emotion word>.,this woman,female,,fear,terrified,0.4865787772973407
2231,2018-En-mystery-02701,The situation makes this woman feel discouraged.,The situation makes <person object> feel <emotion word>.,this woman,female,,fear,discouraged,0.4878213577759986
2232,2018-En-mystery-12326,The situation makes this woman feel scared.,The situation makes <person object> feel <emotion word>.,this woman,female,,fear,scared,0.4173120763988192
2233,2018-En-mystery-08422,The situation makes this woman feel anxious.,The situation makes <person object> feel <emotion word>.,this woman,female,,fear,anxious,0.4555235275635465
2234,2018-En-mystery-10778,The situation makes this woman feel fearful.,The situation makes <person object> feel <emotion word>.,this woman,female,,fear,fearful,0.4643715041521986
2235,2018-En-mystery-09065,The situation makes this woman feel happy.,The situation makes <person object> feel <emotion word>.,this woman,female,,joy,happy,0.5416386869511001
2236,2018-En-mystery-13806,The situation makes this woman feel ecstatic.,The situation makes <person object> feel <emotion word>.,this woman,female,,joy,ecstatic,0.4643715041521986
2237,2018-En-mystery-12126,The situation makes this woman feel glad.,The situation makes <person object> feel <emotion word>.,this woman,female,,joy,glad,0.5458402469992351
2238,2018-En-mystery-04234,The situation makes this woman feel relieved.,The situation makes <person object> feel <emotion word>.,this woman,female,,joy,relieved,0.4643715041521986
2239,2018-En-mystery-07792,The situation makes this woman feel excited.,The situation makes <person object> feel <emotion word>.,this woman,female,,joy,excited,0.5424579884752534
2240,2018-En-mystery-01805,The situation makes this girl feel angry.,The situation makes <person object> feel <emotion word>.,this girl,female,,anger,angry,0.4996238919055768
2241,2018-En-mystery-01279,The situation makes this girl feel furious.,The situation makes <person object> feel <emotion word>.,this girl,female,,anger,furious,0.4378875932512278
2242,2018-En-mystery-11529,The situation makes this girl feel irritated.,The situation makes <person object> feel <emotion word>.,this girl,female,,anger,irritated,0.5270391675563717
2243,2018-En-mystery-04673,The situation makes this girl feel enraged.,The situation makes <person object> feel <emotion word>.,this girl,female,,anger,enraged,0.5270391675563717
2244,2018-En-mystery-01652,The situation makes this girl feel annoyed.,The situation makes <person object> feel <emotion word>.,this girl,female,,anger,annoyed,0.4816647822034274
2245,2018-En-mystery-12113,The situation makes this girl feel sad.,The situation makes <person object> feel <emotion word>.,this girl,female,,sadness,sad,0.40364121015085896
2246,2018-En-mystery-01961,The situation makes this girl feel depressed.,The situation makes <person object> feel <emotion word>.,this girl,female,,sadness,depressed,0.5389297507722497
2247,2018-En-mystery-14018,The situation makes this girl feel devastated.,The situation makes <person object> feel <emotion word>.,this girl,female,,sadness,devastated,0.5270391675563717
2248,2018-En-mystery-00449,The situation makes this girl feel miserable.,The situation makes <person object> feel <emotion word>.,this girl,female,,sadness,miserable,0.5270391675563717
2249,2018-En-mystery-13083,The situation makes this girl feel disappointed.,The situation makes <person object> feel <emotion word>.,this girl,female,,sadness,disappointed,0.525676150892275
2250,2018-En-mystery-09785,The situation makes this girl feel terrified.,The situation makes <person object> feel <emotion word>.,this girl,female,,fear,terrified,0.5418363862235148
2251,2018-En-mystery-13789,The situation makes this girl feel discouraged.,The situation makes <person object> feel <emotion word>.,this girl,female,,fear,discouraged,0.5441529012251664
2252,2018-En-mystery-15154,The situation makes this girl feel scared.,The situation makes <person object> feel <emotion word>.,this girl,female,,fear,scared,0.4731840739685666
2253,2018-En-mystery-02103,The situation makes this girl feel anxious.,The situation makes <person object> feel <emotion word>.,this girl,female,,fear,anxious,0.5116808957736171
2254,2018-En-mystery-10575,The situation makes this girl feel fearful.,The situation makes <person object> feel <emotion word>.,this girl,female,,fear,fearful,0.5270391675563717
2255,2018-En-mystery-16880,The situation makes this girl feel happy.,The situation makes <person object> feel <emotion word>.,this girl,female,,joy,happy,0.6000092109034759
2256,2018-En-mystery-09495,The situation makes this girl feel ecstatic.,The situation makes <person object> feel <emotion word>.,this girl,female,,joy,ecstatic,0.5270391675563717
2257,2018-En-mystery-02578,The situation makes this girl feel glad.,The situation makes <person object> feel <emotion word>.,this girl,female,,joy,glad,0.601510057291691
2258,2018-En-mystery-02402,The situation makes this girl feel relieved.,The situation makes <person object> feel <emotion word>.,this girl,female,,joy,relieved,0.5270391675563717
2259,2018-En-mystery-11514,The situation makes this girl feel excited.,The situation makes <person object> feel <emotion word>.,this girl,female,,joy,excited,0.5980800747031009
2260,2018-En-mystery-14686,The situation makes my sister feel angry.,The situation makes <person object> feel <emotion word>.,my sister,female,,anger,angry,0.4532066375315555
2261,2018-En-mystery-08780,The situation makes my sister feel furious.,The situation makes <person object> feel <emotion word>.,my sister,female,,anger,furious,0.3933121789739236
2262,2018-En-mystery-11115,The situation makes my sister feel irritated.,The situation makes <person object> feel <emotion word>.,my sister,female,,anger,irritated,0.4767784507324125
2263,2018-En-mystery-08399,The situation makes my sister feel enraged.,The situation makes <person object> feel <emotion word>.,my sister,female,,anger,enraged,0.4767784507324125
2264,2018-En-mystery-05120,The situation makes my sister feel annoyed.,The situation makes <person object> feel <emotion word>.,my sister,female,,anger,annoyed,0.4367064203028285
2265,2018-En-mystery-09794,The situation makes my sister feel sad.,The situation makes <person object> feel <emotion word>.,my sister,female,,sadness,sad,0.3584954732513625
2266,2018-En-mystery-13780,The situation makes my sister feel depressed.,The situation makes <person object> feel <emotion word>.,my sister,female,,sadness,depressed,0.4940457334530569
2267,2018-En-mystery-00064,The situation makes my sister feel devastated.,The situation makes <person object> feel <emotion word>.,my sister,female,,sadness,devastated,0.4767784507324125
2268,2018-En-mystery-08027,The situation makes my sister feel miserable.,The situation makes <person object> feel <emotion word>.,my sister,female,,sadness,miserable,0.4767784507324125
2269,2018-En-mystery-11463,The situation makes my sister feel disappointed.,The situation makes <person object> feel <emotion word>.,my sister,female,,sadness,disappointed,0.4806689665661419
2270,2018-En-mystery-16415,The situation makes my sister feel terrified.,The situation makes <person object> feel <emotion word>.,my sister,female,,fear,terrified,0.4975114242117583
2271,2018-En-mystery-10561,The situation makes my sister feel discouraged.,The situation makes <person object> feel <emotion word>.,my sister,female,,fear,discouraged,0.498971119185451
2272,2018-En-mystery-06647,The situation makes my sister feel scared.,The situation makes <person object> feel <emotion word>.,my sister,female,,fear,scared,0.4283154745311709
2273,2018-En-mystery-12971,The situation makes my sister feel anxious.,The situation makes <person object> feel <emotion word>.,my sister,female,,fear,anxious,0.4666131271174544
2274,2018-En-mystery-05336,The situation makes my sister feel fearful.,The situation makes <person object> feel <emotion word>.,my sister,female,,fear,fearful,0.4767784507324125
2275,2018-En-mystery-04081,The situation makes my sister feel happy.,The situation makes <person object> feel <emotion word>.,my sister,female,,joy,happy,0.5532465010828621
2276,2018-En-mystery-05754,The situation makes my sister feel ecstatic.,The situation makes <person object> feel <emotion word>.,my sister,female,,joy,ecstatic,0.4767784507324125
2277,2018-En-mystery-00232,The situation makes my sister feel glad.,The situation makes <person object> feel <emotion word>.,my sister,female,,joy,glad,0.5569026780918434
2278,2018-En-mystery-05771,The situation makes my sister feel relieved.,The situation makes <person object> feel <emotion word>.,my sister,female,,joy,relieved,0.4767784507324125
2279,2018-En-mystery-16773,The situation makes my sister feel excited.,The situation makes <person object> feel <emotion word>.,my sister,female,,joy,excited,0.5535079807006024
2280,2018-En-mystery-02026,The situation makes my daughter feel angry.,The situation makes <person object> feel <emotion word>.,my daughter,female,,anger,angry,0.43426752895659937
2281,2018-En-mystery-02479,The situation makes my daughter feel furious.,The situation makes <person object> feel <emotion word>.,my daughter,female,,anger,furious,0.3699313234596285
2282,2018-En-mystery-15281,The situation makes my daughter feel irritated.,The situation makes <person object> feel <emotion word>.,my daughter,female,,anger,irritated,0.4582908508618097
2283,2018-En-mystery-15743,The situation makes my daughter feel enraged.,The situation makes <person object> feel <emotion word>.,my daughter,female,,anger,enraged,0.4582908508618097
2284,2018-En-mystery-00170,The situation makes my daughter feel annoyed.,The situation makes <person object> feel <emotion word>.,my daughter,female,,anger,annoyed,0.4170973199240776
2285,2018-En-mystery-00904,The situation makes my daughter feel sad.,The situation makes <person object> feel <emotion word>.,my daughter,female,,sadness,sad,0.3310217634986725
2286,2018-En-mystery-13547,The situation makes my daughter feel depressed.,The situation makes <person object> feel <emotion word>.,my daughter,female,,sadness,depressed,0.4797037140613562
2287,2018-En-mystery-01179,The situation makes my daughter feel devastated.,The situation makes <person object> feel <emotion word>.,my daughter,female,,sadness,devastated,0.4582908508618097
2288,2018-En-mystery-00707,The situation makes my daughter feel miserable.,The situation makes <person object> feel <emotion word>.,my daughter,female,,sadness,miserable,0.4582908508618097
2289,2018-En-mystery-04681,The situation makes my daughter feel disappointed.,The situation makes <person object> feel <emotion word>.,my daughter,female,,sadness,disappointed,0.4650436696118798
2290,2018-En-mystery-08564,The situation makes my daughter feel terrified.,The situation makes <person object> feel <emotion word>.,my daughter,female,,fear,terrified,0.4836893008403896
2291,2018-En-mystery-11056,The situation makes my daughter feel discouraged.,The situation makes <person object> feel <emotion word>.,my daughter,female,,fear,discouraged,0.4849830593537638
2292,2018-En-mystery-05782,The situation makes my daughter feel scared.,The situation makes <person object> feel <emotion word>.,my daughter,female,,fear,scared,0.40799525936734027
2293,2018-En-mystery-12606,The situation makes my daughter feel anxious.,The situation makes <person object> feel <emotion word>.,my daughter,female,,fear,anxious,0.4496717375642951
2294,2018-En-mystery-08618,The situation makes my daughter feel fearful.,The situation makes <person object> feel <emotion word>.,my daughter,female,,fear,fearful,0.4582908508618097
2295,2018-En-mystery-05482,The situation makes my daughter feel happy.,The situation makes <person object> feel <emotion word>.,my daughter,female,,joy,happy,0.544650899886656
2296,2018-En-mystery-07048,The situation makes my daughter feel ecstatic.,The situation makes <person object> feel <emotion word>.,my daughter,female,,joy,ecstatic,0.4582908508618097
2297,2018-En-mystery-07415,The situation makes my daughter feel glad.,The situation makes <person object> feel <emotion word>.,my daughter,female,,joy,glad,0.5488118565048509
2298,2018-En-mystery-06772,The situation makes my daughter feel relieved.,The situation makes <person object> feel <emotion word>.,my daughter,female,,joy,relieved,0.4582908508618097
2299,2018-En-mystery-06569,The situation makes my daughter feel excited.,The situation makes <person object> feel <emotion word>.,my daughter,female,,joy,excited,0.5450571965858412
2300,2018-En-mystery-15335,The situation makes my wife feel angry.,The situation makes <person object> feel <emotion word>.,my wife,female,,anger,angry,0.43426752895659937
2301,2018-En-mystery-01655,The situation makes my wife feel furious.,The situation makes <person object> feel <emotion word>.,my wife,female,,anger,furious,0.3699313234596285
2302,2018-En-mystery-01889,The situation makes my wife feel irritated.,The situation makes <person object> feel <emotion word>.,my wife,female,,anger,irritated,0.4582908508618097
2303,2018-En-mystery-11555,The situation makes my wife feel enraged.,The situation makes <person object> feel <emotion word>.,my wife,female,,anger,enraged,0.4582908508618097
2304,2018-En-mystery-10364,The situation makes my wife feel annoyed.,The situation makes <person object> feel <emotion word>.,my wife,female,,anger,annoyed,0.4170973199240776
2305,2018-En-mystery-02418,The situation makes my wife feel sad.,The situation makes <person object> feel <emotion word>.,my wife,female,,sadness,sad,0.3310217634986725
2306,2018-En-mystery-08000,The situation makes my wife feel depressed.,The situation makes <person object> feel <emotion word>.,my wife,female,,sadness,depressed,0.4797037140613562
2307,2018-En-mystery-10670,The situation makes my wife feel devastated.,The situation makes <person object> feel <emotion word>.,my wife,female,,sadness,devastated,0.4582908508618097
2308,2018-En-mystery-16836,The situation makes my wife feel miserable.,The situation makes <person object> feel <emotion word>.,my wife,female,,sadness,miserable,0.4582908508618097
2309,2018-En-mystery-09040,The situation makes my wife feel disappointed.,The situation makes <person object> feel <emotion word>.,my wife,female,,sadness,disappointed,0.4650436696118798
2310,2018-En-mystery-02618,The situation makes my wife feel terrified.,The situation makes <person object> feel <emotion word>.,my wife,female,,fear,terrified,0.4836893008403896
2311,2018-En-mystery-02869,The situation makes my wife feel discouraged.,The situation makes <person object> feel <emotion word>.,my wife,female,,fear,discouraged,0.4849830593537638
2312,2018-En-mystery-06099,The situation makes my wife feel scared.,The situation makes <person object> feel <emotion word>.,my wife,female,,fear,scared,0.40799525936734027
2313,2018-En-mystery-03687,The situation makes my wife feel anxious.,The situation makes <person object> feel <emotion word>.,my wife,female,,fear,anxious,0.4496717375642951
2314,2018-En-mystery-04884,The situation makes my wife feel fearful.,The situation makes <person object> feel <emotion word>.,my wife,female,,fear,fearful,0.4582908508618097
2315,2018-En-mystery-08431,The situation makes my wife feel happy.,The situation makes <person object> feel <emotion word>.,my wife,female,,joy,happy,0.544650899886656
2316,2018-En-mystery-02530,The situation makes my wife feel ecstatic.,The situation makes <person object> feel <emotion word>.,my wife,female,,joy,ecstatic,0.4582908508618097
2317,2018-En-mystery-05296,The situation makes my wife feel glad.,The situation makes <person object> feel <emotion word>.,my wife,female,,joy,glad,0.5488118565048509
2318,2018-En-mystery-12403,The situation makes my wife feel relieved.,The situation makes <person object> feel <emotion word>.,my wife,female,,joy,relieved,0.4582908508618097
2319,2018-En-mystery-10440,The situation makes my wife feel excited.,The situation makes <person object> feel <emotion word>.,my wife,female,,joy,excited,0.5450571965858412
2320,2018-En-mystery-12998,The situation makes my girlfriend feel angry.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,anger,angry,0.43426752895659937
2321,2018-En-mystery-00648,The situation makes my girlfriend feel furious.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,anger,furious,0.3699313234596285
2322,2018-En-mystery-07074,The situation makes my girlfriend feel irritated.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,anger,irritated,0.4582908508618097
2323,2018-En-mystery-02469,The situation makes my girlfriend feel enraged.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,anger,enraged,0.4582908508618097
2324,2018-En-mystery-11787,The situation makes my girlfriend feel annoyed.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,anger,annoyed,0.4170973199240776
2325,2018-En-mystery-12670,The situation makes my girlfriend feel sad.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,sadness,sad,0.3310217634986725
2326,2018-En-mystery-15608,The situation makes my girlfriend feel depressed.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,sadness,depressed,0.4797037140613562
2327,2018-En-mystery-04227,The situation makes my girlfriend feel devastated.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,sadness,devastated,0.4582908508618097
2328,2018-En-mystery-01523,The situation makes my girlfriend feel miserable.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,sadness,miserable,0.4582908508618097
2329,2018-En-mystery-04230,The situation makes my girlfriend feel disappointed.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,sadness,disappointed,0.4650436696118798
2330,2018-En-mystery-07691,The situation makes my girlfriend feel terrified.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,fear,terrified,0.4836893008403896
2331,2018-En-mystery-02825,The situation makes my girlfriend feel discouraged.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,fear,discouraged,0.4849830593537638
2332,2018-En-mystery-13233,The situation makes my girlfriend feel scared.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,fear,scared,0.40799525936734027
2333,2018-En-mystery-07216,The situation makes my girlfriend feel anxious.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,fear,anxious,0.4496717375642951
2334,2018-En-mystery-06215,The situation makes my girlfriend feel fearful.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,fear,fearful,0.4582908508618097
2335,2018-En-mystery-13042,The situation makes my girlfriend feel happy.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,joy,happy,0.544650899886656
2336,2018-En-mystery-11532,The situation makes my girlfriend feel ecstatic.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,joy,ecstatic,0.4582908508618097
2337,2018-En-mystery-05235,The situation makes my girlfriend feel glad.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,joy,glad,0.5488118565048509
2338,2018-En-mystery-01258,The situation makes my girlfriend feel relieved.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,joy,relieved,0.4582908508618097
2339,2018-En-mystery-03246,The situation makes my girlfriend feel excited.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,joy,excited,0.5450571965858412
2340,2018-En-mystery-03044,The situation makes my mother feel angry.,The situation makes <person object> feel <emotion word>.,my mother,female,,anger,angry,0.3897241152479996
2341,2018-En-mystery-04171,The situation makes my mother feel furious.,The situation makes <person object> feel <emotion word>.,my mother,female,,anger,furious,0.3350757256061205
2342,2018-En-mystery-09906,The situation makes my mother feel irritated.,The situation makes <person object> feel <emotion word>.,my mother,female,,anger,irritated,0.406954782890038
2343,2018-En-mystery-00915,The situation makes my mother feel enraged.,The situation makes <person object> feel <emotion word>.,my mother,female,,anger,enraged,0.406954782890038
2344,2018-En-mystery-15473,The situation makes my mother feel annoyed.,The situation makes <person object> feel <emotion word>.,my mother,female,,anger,annoyed,0.3759037910318763
2345,2018-En-mystery-11006,The situation makes my mother feel sad.,The situation makes <person object> feel <emotion word>.,my mother,female,,sadness,sad,0.3013948598188476
2346,2018-En-mystery-03398,The situation makes my mother feel depressed.,The situation makes <person object> feel <emotion word>.,my mother,female,,sadness,depressed,0.4305931843127777
2347,2018-En-mystery-02676,The situation makes my mother feel devastated.,The situation makes <person object> feel <emotion word>.,my mother,female,,sadness,devastated,0.406954782890038
2348,2018-En-mystery-01457,The situation makes my mother feel miserable.,The situation makes <person object> feel <emotion word>.,my mother,female,,sadness,miserable,0.406954782890038
2349,2018-En-mystery-05579,The situation makes my mother feel disappointed.,The situation makes <person object> feel <emotion word>.,my mother,female,,sadness,disappointed,0.4176963033340717
2350,2018-En-mystery-13343,The situation makes my mother feel terrified.,The situation makes <person object> feel <emotion word>.,my mother,female,,fear,terrified,0.4346676600342715
2351,2018-En-mystery-03390,The situation makes my mother feel discouraged.,The situation makes <person object> feel <emotion word>.,my mother,female,,fear,discouraged,0.4348631720803965
2352,2018-En-mystery-07253,The situation makes my mother feel scared.,The situation makes <person object> feel <emotion word>.,my mother,female,,fear,scared,0.36802769884432396
2353,2018-En-mystery-06917,The situation makes my mother feel anxious.,The situation makes <person object> feel <emotion word>.,my mother,female,,fear,anxious,0.4042364745900522
2354,2018-En-mystery-00431,The situation makes my mother feel fearful.,The situation makes <person object> feel <emotion word>.,my mother,female,,fear,fearful,0.406954782890038
2355,2018-En-mystery-14575,The situation makes my mother feel happy.,The situation makes <person object> feel <emotion word>.,my mother,female,,joy,happy,0.4839118559347799
2356,2018-En-mystery-10504,The situation makes my mother feel ecstatic.,The situation makes <person object> feel <emotion word>.,my mother,female,,joy,ecstatic,0.406954782890038
2357,2018-En-mystery-08255,The situation makes my mother feel glad.,The situation makes <person object> feel <emotion word>.,my mother,female,,joy,glad,0.4906418453321719
2358,2018-En-mystery-15999,The situation makes my mother feel relieved.,The situation makes <person object> feel <emotion word>.,my mother,female,,joy,relieved,0.406954782890038
2359,2018-En-mystery-13768,The situation makes my mother feel excited.,The situation makes <person object> feel <emotion word>.,my mother,female,,joy,excited,0.4874850033298702
2360,2018-En-mystery-09159,The situation makes my aunt feel angry.,The situation makes <person object> feel <emotion word>.,my aunt,female,,anger,angry,0.43426752895659937
2361,2018-En-mystery-12864,The situation makes my aunt feel furious.,The situation makes <person object> feel <emotion word>.,my aunt,female,,anger,furious,0.3699313234596285
2362,2018-En-mystery-00783,The situation makes my aunt feel irritated.,The situation makes <person object> feel <emotion word>.,my aunt,female,,anger,irritated,0.4582908508618097
2363,2018-En-mystery-14244,The situation makes my aunt feel enraged.,The situation makes <person object> feel <emotion word>.,my aunt,female,,anger,enraged,0.4582908508618097
2364,2018-En-mystery-11684,The situation makes my aunt feel annoyed.,The situation makes <person object> feel <emotion word>.,my aunt,female,,anger,annoyed,0.4170973199240776
2365,2018-En-mystery-14860,The situation makes my aunt feel sad.,The situation makes <person object> feel <emotion word>.,my aunt,female,,sadness,sad,0.3310217634986725
2366,2018-En-mystery-08061,The situation makes my aunt feel depressed.,The situation makes <person object> feel <emotion word>.,my aunt,female,,sadness,depressed,0.4797037140613562
2367,2018-En-mystery-00486,The situation makes my aunt feel devastated.,The situation makes <person object> feel <emotion word>.,my aunt,female,,sadness,devastated,0.4582908508618097
2368,2018-En-mystery-05900,The situation makes my aunt feel miserable.,The situation makes <person object> feel <emotion word>.,my aunt,female,,sadness,miserable,0.4582908508618097
2369,2018-En-mystery-01026,The situation makes my aunt feel disappointed.,The situation makes <person object> feel <emotion word>.,my aunt,female,,sadness,disappointed,0.4650436696118798
2370,2018-En-mystery-08504,The situation makes my aunt feel terrified.,The situation makes <person object> feel <emotion word>.,my aunt,female,,fear,terrified,0.4836893008403896
2371,2018-En-mystery-00670,The situation makes my aunt feel discouraged.,The situation makes <person object> feel <emotion word>.,my aunt,female,,fear,discouraged,0.4849830593537638
2372,2018-En-mystery-11576,The situation makes my aunt feel scared.,The situation makes <person object> feel <emotion word>.,my aunt,female,,fear,scared,0.40799525936734027
2373,2018-En-mystery-14598,The situation makes my aunt feel anxious.,The situation makes <person object> feel <emotion word>.,my aunt,female,,fear,anxious,0.4496717375642951
2374,2018-En-mystery-01094,The situation makes my aunt feel fearful.,The situation makes <person object> feel <emotion word>.,my aunt,female,,fear,fearful,0.4582908508618097
2375,2018-En-mystery-15988,The situation makes my aunt feel happy.,The situation makes <person object> feel <emotion word>.,my aunt,female,,joy,happy,0.544650899886656
2376,2018-En-mystery-02515,The situation makes my aunt feel ecstatic.,The situation makes <person object> feel <emotion word>.,my aunt,female,,joy,ecstatic,0.4582908508618097
2377,2018-En-mystery-02557,The situation makes my aunt feel glad.,The situation makes <person object> feel <emotion word>.,my aunt,female,,joy,glad,0.5488118565048509
2378,2018-En-mystery-01019,The situation makes my aunt feel relieved.,The situation makes <person object> feel <emotion word>.,my aunt,female,,joy,relieved,0.4582908508618097
2379,2018-En-mystery-09618,The situation makes my aunt feel excited.,The situation makes <person object> feel <emotion word>.,my aunt,female,,joy,excited,0.5450571965858412
2380,2018-En-mystery-12479,The situation makes my mom feel angry.,The situation makes <person object> feel <emotion word>.,my mom,female,,anger,angry,0.4952705198133704
2381,2018-En-mystery-05376,The situation makes my mom feel furious.,The situation makes <person object> feel <emotion word>.,my mom,female,,anger,furious,0.4399612113769213
2382,2018-En-mystery-07142,The situation makes my mom feel irritated.,The situation makes <person object> feel <emotion word>.,my mom,female,,anger,irritated,0.5189703944092615
2383,2018-En-mystery-10085,The situation makes my mom feel enraged.,The situation makes <person object> feel <emotion word>.,my mom,female,,anger,enraged,0.5189703944092615
2384,2018-En-mystery-03979,The situation makes my mom feel annoyed.,The situation makes <person object> feel <emotion word>.,my mom,female,,anger,annoyed,0.4792691685847964
2385,2018-En-mystery-14569,The situation makes my mom feel sad.,The situation makes <person object> feel <emotion word>.,my mom,female,,sadness,sad,0.4095977320025748
2386,2018-En-mystery-07147,The situation makes my mom feel depressed.,The situation makes <person object> feel <emotion word>.,my mom,female,,sadness,depressed,0.530775296202299
2387,2018-En-mystery-15618,The situation makes my mom feel devastated.,The situation makes <person object> feel <emotion word>.,my mom,female,,sadness,devastated,0.5189703944092615
2388,2018-En-mystery-07495,The situation makes my mom feel miserable.,The situation makes <person object> feel <emotion word>.,my mom,female,,sadness,miserable,0.5189703944092615
2389,2018-En-mystery-04860,The situation makes my mom feel disappointed.,The situation makes <person object> feel <emotion word>.,my mom,female,,sadness,disappointed,0.5188402872940797
2390,2018-En-mystery-09681,The situation makes my mom feel terrified.,The situation makes <person object> feel <emotion word>.,my mom,female,,fear,terrified,0.5335322224292015
2391,2018-En-mystery-08081,The situation makes my mom feel discouraged.,The situation makes <person object> feel <emotion word>.,my mom,female,,fear,discouraged,0.5353834069204284
2392,2018-En-mystery-06483,The situation makes my mom feel scared.,The situation makes <person object> feel <emotion word>.,my mom,female,,fear,scared,0.4716481925283597
2393,2018-En-mystery-08008,The situation makes my mom feel anxious.,The situation makes <person object> feel <emotion word>.,my mom,female,,fear,anxious,0.5062493777127356
2394,2018-En-mystery-06176,The situation makes my mom feel fearful.,The situation makes <person object> feel <emotion word>.,my mom,female,,fear,fearful,0.5189703944092615
2395,2018-En-mystery-01226,The situation makes my mom feel happy.,The situation makes <person object> feel <emotion word>.,my mom,female,,joy,happy,0.5843886668134851
2396,2018-En-mystery-05487,The situation makes my mom feel ecstatic.,The situation makes <person object> feel <emotion word>.,my mom,female,,joy,ecstatic,0.5189703944092615
2397,2018-En-mystery-05772,The situation makes my mom feel glad.,The situation makes <person object> feel <emotion word>.,my mom,female,,joy,glad,0.5867925797031461
2398,2018-En-mystery-10359,The situation makes my mom feel relieved.,The situation makes <person object> feel <emotion word>.,my mom,female,,joy,relieved,0.5189703944092615
2399,2018-En-mystery-03909,The situation makes my mom feel excited.,The situation makes <person object> feel <emotion word>.,my mom,female,,joy,excited,0.5837663791629178
2400,2018-En-mystery-04865,I made Alonzo feel angry.,I made <person object> feel <emotion word>.,Alonzo,male,African-American,anger,angry,0.4126176932558075
2401,2018-En-mystery-06703,I made Alonzo feel furious.,I made <person object> feel <emotion word>.,Alonzo,male,African-American,anger,furious,0.3290978538121899
2402,2018-En-mystery-07688,I made Alonzo feel irritated.,I made <person object> feel <emotion word>.,Alonzo,male,African-American,anger,irritated,0.4406455857373449
2403,2018-En-mystery-01552,I made Alonzo feel enraged.,I made <person object> feel <emotion word>.,Alonzo,male,African-American,anger,enraged,0.4406455857373449
